pub_num,title,buyer,notice_type,cpv,deadline,link,value,currency,languages,duration,country,description,score,bucket,t1_hits,t2_hits,ai_relevant,ai_reason,fetched_date,winner
107579-2026,Latvia – Development consultancy services – Sociālo pakalpojumu efektivitātes novērtēšanas sistēmas apraksta vispārīgās daļas izstrāde,Labklājības ministrija,can-standard,73220000,—,https://ted.europa.eu/en/notice/-/detail/107579-2026,,,,—,LVA,Sociālo pakalpojumu efektivitātes novērtēšanas sistēmas apraksta vispārīgās daļas izstrāde,-5.0,Market intelligence,,,,,2026-05-19,
297045-2026,France – Surface work for roads – TRAVAUX DE REVETEMENTS DES CHAUSSEES EN MATERIAUX BITUMINEUX COULES A FROID (MBCF) ET REVETEMENTS SUPERFICIELS COMBINES (RSC) POUR LES BESOINS DU DEPARTEMENT DE L’OISE,Département de l'Oise,can-standard,"45233220, 45233200",—,https://ted.europa.eu/en/notice/-/detail/297045-2026,,,,36 month,FRA,"L'accord-cadre a pour objet la réalisation de travaux de revêtements des chaussées en matériaux bitumineux coulés à froid (MBCF) et revêtements superficiels combinés (RSC) sur le réseau routier du Département de l’Oise. Le cahier des clauses techniques particulières (CCTP) commun aux deux lots définit les caractéristiques techniques des travaux à réaliser, notamment les spécifications techniques des constituants, les conditions d’exécution des revêtements en MBCF et RSC, destinés aux travaux de réfection de couche de roulement de chaussée à trafic inférieur ou égal à T2 (<300 PL/j/sens). Les revêtements en MBCF et RSC permettent d’imperméabiliser le support et de rétablir l’adhérence de la chaussée sur des sections de voies dégradées sans déformation rédhibitoire, repérées lors de la visite préalable sur site par les représentants du Département et le titulaire de l’accord-cadre. L'accord-cadre a pour objet la réalisation de travaux de revêtements des chaussées en matériaux bitumineux coulés à froid (MBCF) et revêtements superficiels combinés (RSC) sur le réseau routier du Département de l’Oise. Le cahier des clauses techniques particulières (CCTP) commun aux deux lots définit les caractéristiques techniques des travaux à réaliser, notamment les spécifications techniques des constituants, les conditions d’exécution des revêtements en MBCF et RSC, destinés aux travaux de réfection de couche de roulement de chaussée à trafic inférieur ou égal à T2 (<300 PL/j/sens). Les revêtements en MBCF et RSC permettent d’imperméabiliser le support et de rétablir l’adhérence de la chaussée sur des sections de voies dégradées sans déformation rédhibitoire, repérées lors de la visite préalable sur site par les représentants du Département et le titulaire de l’accord-cadre.",-5.0,Market intelligence,,,,,2026-05-19,
287777-2026,France – Software package and information systems – Acquisition et mise en place d'un outil institutionnel de gestion de projet/portefeuille de projets pour l’Assistance Publique – Hôpitaux de Paris.,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,can-standard,48000000,—,https://ted.europa.eu/en/notice/-/detail/287777-2026,,,,48 month,FRA,Acquisition et mise en place d'un outil institutionnel de gestion de projet/portefeuille de projets pour l’Assistance Publique – Hôpitaux de Paris.,-5.0,Market intelligence,,,,,2026-05-19,
298321-2026,France – Installation of metal joinery except doors and windows – Réfection des parties communes 15-17-19-21 rue Herriot à 90000 BELFORT - GE 4026 25,Territoire Habitat 90,can-standard,"45421140, 45421000, 45431000, 45442100",—,https://ted.europa.eu/en/notice/-/detail/298321-2026,,,,—,FRA,Serrurerie Menuiserie Carrelage Faïences Plâtrerie - Peinture Electricité,-5.0,Market intelligence,,,,,2026-05-19,
168956-2026,Germany – Public relations services – Entwicklung und Gestaltung von Kommunikationsmaßnahmen,Presse- und Informationsamt der Bundesregierung,can-standard,79416000,—,https://ted.europa.eu/en/notice/-/detail/168956-2026,,,,—,DEU,"Ziel dieser Ausschreibung ist der Abschluss eines Rahmenvertrags über die Entwicklung und Gestaltung von Kommunikationsmaßnahmen. Insbesondere umfasst der zu schließende Rahmenvertrag die Beratung, Entwicklung, Konzeption, Gestaltung und Umsetzung von Kommunikationsmaßnahmen zu wichtigen politischen Themenbereichen im Rahmen von Informationskampagnen. Der zukünftige Auftragnehmer soll hierzu gemäß den vom Auftraggeber vorgegebenen Themen und Zielgruppen geeignete Kommunikationskonzepte erarbeiten, gestalten und umsetzen.",-5.0,Market intelligence,,,,,2026-05-19,
314821-2026,"Hungary – Business services: law, marketing, consulting, recruitment, printing and security – Negyedéves tájékoztató RKM24 - 2026. I. negyedév",Nemzeti Kommunikációs Hivatal,can-standard,"79000000, 45237000, 45340000, 45451000",—,https://ted.europa.eu/en/notice/-/detail/314821-2026,1235707372.0,HUF,,—,HUN,"II.1.1) A közbeszerzés tárgya: „Komplex rendezvényszervezési feladatok ellátása a Mathias Corvinus Collegium Alapítvány részére, 2026” II.2.1) A közbeszerzés mennyisége: A műszaki leírásban részletesen meghatározott rendezvényszervezéshez kapcsolódó feladatok, valamint kiegészítő szolgáltatások ellátása legfeljebb nettó 1.235.707.372,- Ft + Áfa, azaz nettó egymilliárd-kétszázharmincötmillió-hétszázhétezer-háromszázhetvenkét forint + általános forgalmi adó keretösszeg kimerüléséig. A Keretmegállapodás 18.3 pontjával összhangban a keretösszeg 30 %-a, 370.712.212,- Ft + Áfa, azaz háromszázhetvenmillió-hétszáztizenkétezer-kétszáztizenkét forint + általános forgalmi adó opció. II.1.1) A közbeszerzés tárgya: „A 2026. évi Gyulai István Memorial - Atlétikai Magyar Nagydíj megrendezéséhez kapcsolódó rendezvényszervezési és kommunikációs ügynökségi feladatok ellátása a Nemzeti Rendezvényszervező Ügynökség Nonprofit Zrt. részére, II. ütem” II.2.1) A közbeszerzés mennyisége: A műszaki leírásban részletesen meghatározott rendezvényszervezéshez kapcsolódó feladatok, valamint kiegészítő szolgáltatások ellátása legfeljebb nettó 976.197.512,- Ft + Áfa, azaz nettó kilencszázhetvenhatmillió-százkilencvenhétezer-ötszáztizenkét forint + általános forgalmi adó keretösszeg kimerüléséig. A Keretmegállapodás 18.3 pontjával összhangban a keretösszeg 30 %-a, 292.859.254,- Ft + Áfa, azaz kétszázkilencvenkétmillió-nyolcszázötvenkilencezer-kétszázötvennégy forint + általános forgalmi adó opció. II.1.1) A közbeszerzés tárgya: „Rendezvényszervezési feladatok ellátása a Visegrádi Csoport (V4), valamint a Salzburg Fórum és Nyugat-Balkán belügyminiszteri konferencia kapcsán a Belügyminisztérium részére, 2026. I. félév” II.2.1) A közbeszerzés mennyisége: A műszaki leírásban részletesen meghatározott rendezvényszervezéshez kapcsolódó feladatok, valamint kiegészítő szolgáltatások ellátása legfeljebb nettó 66.608.408, - Ft + Áfa, azaz nettó hatvanhatmillió-hatszáznyolcezer-négyszáznyolc forint + általános forgalmi adó keretösszeg kimerüléséig. A Keretmegállapodás 18.3 pontjával összhangban a keretösszeg 30 %-a, 19.982.522, - Ft + Áfa, azaz tizenkilencmillió-kilencszáznyolcvankétezer-ötszázhuszonkettő forint + általános forgalmi adó opció. II.1.1) A közbeszerzés tárgya: „A 2027. évi ICF Gyorsasági és Para Kajak-Kenu Világbajnokság előkészítéséhez kapcsolódó rendezvényszervezési és kommunikációs ügynökségi feladatok ellátása a Nemzeti Rendezvényszervező Ügynökség Nonprofit Zrt. részére” II.2.1) A közbeszerzés mennyisége: A műszaki leírásban részletesen meghatározott rendezvényszervezéshez kapcsolódó feladatok, valamint kiegészítő szolgáltatások ellátása legfeljebb nettó 165.260.704,- Ft + Áfa, azaz nettó százhatvanötmillió-kétszázhatvanezer-hétszáznégy forint + általános forgalmi adó keretösszeg kimerüléséig. A Keretmegállapodás 18.3 pontjával összhangban a keretösszeg 30 %-a, 49.578.211,- Ft + Áfa, azaz negyvenkilencmillió-ötszázhetvennyolcezer-kétszáztizenegy forint + általános forgal",-5.0,Market intelligence,,,,,2026-05-19,
119709-2026,"France – Repair and maintenance services for pumps, valves, taps and metal containers and machinery – Accord-cadre de maintenance des séparateurs d'hydrocarbures des installations du Centre Technique Municipal et d'entretien des cuves de récupération d'eau implantées sur le domaine public communal",Mairie de Perpignan,can-standard,50500000,—,https://ted.europa.eu/en/notice/-/detail/119709-2026,,,,48 month,FRA,L'accord-cadre sera exécuté par l'émission de bons de commande. Les prestations sont réglées par des prix unitaires. Montant maximum annuel: 100 000 euro(s) HT. La date prévue dans durée n'est pas définitive,-5.0,Market intelligence,,,,,2026-05-19,
283950-2026,Hungary – Construction work – Hévíz alállomás kivitelezése,MVM XPert Zártkörűen Működő Részvénytársaság,can-standard,"45000000, 45110000, 45213000, 45223000",—,https://ted.europa.eu/en/notice/-/detail/283950-2026,1808895546.0,HUF,,642 day,HUN,"Hévíz alállomás Mennyiségek: - 2 db reléház (installációval és gépészettel): bruttó 76 m2 - betonburkolatú út: 2800 m2 - finom tereprendezés: 28000 m2 - 400 kV-os monolit szerkezetű vasbeton alapok acélszerkezet kiállással: 240 m3 - 132 kV-os és térvilágítás monolit szerkezetű vasbeton alapok acélszerkezet kiállással: 978 m3 - 18 kV-os monolit szerkezetű vasbeton alapok acélszerkezet kiállással: 27 m3 - olajleválasztó rendszer építése, csapadékvíz elvezetés kiépítése: 1 db olajleválasztó, 150 fm csatorna - monolit és előregyártott kábelcsatorna: 470 fm - 400 kV-os transzformátor alap építés (bedolgozott beton mennyisége): 170 m3 - alállomási kerítés 475 fm A terület finomtereprendezése magában foglalja a vízelvezetés kialakítását, a humuszterítést az érintett területen, és a füvesítést, fűgondozást az első kaszálásig (a kaszálást is beleértve). A munkák megkezdése előtt az összes munkafolyamatról szakszerűen kidolgozott technológiai utasítást (TU), mintavételi és minősítési tervet (MMT) és heti bontású indikatív ütemtervet kell Vállalkozónak benyújtania. A munkavégzés nem kezdhető meg Megrendelő által jóváhagyott TU, MMT és ütemterv nélkül. Határidő csúszást Megrendelő arra hivatkozva nem tud elfogadni, hogy a Vállalkozó jóváhagyott TU+MMT hiányában nem kezdhette meg a munkavégzést. A napi munkavégzés idejét az alállomási szolgálathoz igazodva kell meghatározni. A finomtereprendezés végső befejezését a villamostechnológia levonulása után lesz lehetőség elvégezni. A munkafolyamatok egyes időszakaiban a területen egyszerre fognak dolgozni az építéskivitelezés, és a technológiai szerelés szakemberei. Ezekben az időszakokban egymásra tekintettel, egymás lehető legkevésbé történő akadályozása mellett folyhatnak a munkák. Az alapozási munkák során csak a bebetonozásra kerülő acélszerkezetek beépítéséig kell az építész feladatokat elvégezni, a készülék tartó acélszerkezetek, a rácsos szerkezetű oszlopok, portálok gyártása és állítása nem része az feladatnak. Az épület komplett kivitelezése feladat, bele értve az épületgépészet és a villamosinstalláció kivitelezését is. A vagyon- és a tűzvédelem számára csak a szükséges védőcsövek elhelyezése tartozik a kiírásba. Az alállomás területén (a közvetlen munkaterületen kívül) üzemelő, nagyfeszültség alatt álló berendezések vannak. Kivitelezési munkák végzése során különös tekintettel kell lenni a működő berendezésekre, az erre vonatkozó előírások be nem tartása Vállalkozó területről való kitiltását vonhatja maga után. A kivitelezés során esetlegesen előfordulhat, hogy a földben korábban elhelyezett közművek, kábelek, földelő háló található. Az üzemviteli szakfelügyelet kérheti a kézi feltárást a földmunkák megkezdése előtt. A kivitelezés során az építési víz és áram biztosított, azonban az alállomáson belül a munkaterületre történő elvezetése és az elvezetés megvédése Vállalkozó feladata. A kivitelezés során a kitermelt és nem visszatöltendő földet azonnal el kell szállítani, helyszíni deponálására nincs lehet",-5.0,Market intelligence,,,,,2026-05-19,
317738-2026,France – Airport operation services – Concession de l’aérodrome Dzaoudzi (depuis renommé aérodrome de Mayotte - Marcel Henry),Ministère Chargé des transports - DGAC - Direction du transport aérien,can-modif,63731000,—,https://ted.europa.eu/en/notice/-/detail/317738-2026,,,,—,FRA,"Avenant n°1 à la convention de concession relative à l'aérodrome de Dzaoudzi (depuis renommé aérodrome de Mayotte - Marcel Henry) approuvée par le décret n°2011-357 du 31 mars 2011 La concession a notamment pour objet la conception, le financement, la construction, l'entretien et la maintenance d'une nouvelle aérogare et des ouvrages connexes (parkings, voies de desserte etc.) sur l'aérodrome de Dzaoudzi (depuis renommé aérodrome de Mayotte - Marcel Henry). Elle est entrée en vigueur le 1er avril 2011 pour une durée de quinze ans, soit initialement jusqu’au 31 mars 2026. L’avenant n°1 a notamment pour objet de prolonger de cinq ans la durée de la concession. Le détail des modifications à la concession initiale est indiqué dans le décret n° 2026-217 du 28 mars 2026 approuvant l’avenant n°1, disponible à l'adresse suivante: https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053728358",-5.0,Market intelligence,,,,,2026-05-19,
268954-2026,"Italy – Payroll management services – Procedura di gara per l'affidamento dei servizi per l’elaborazione dei cedolini paga, dei servizi relativi agli adempimenti previdenziali, fiscali ed amministrativi per la gestione del personale dell’Autorità e di altri servizi specialistici di supporto",Autorità di Regolazione per Energia Reti e Ambiente,can-standard,"79211110, 79411000",—,https://ted.europa.eu/en/notice/-/detail/268954-2026,586734.0,EUR,,—,ITA,"Servizi per l’elaborazione dei cedolini paga, servizi relativi agli adempimenti previdenziali, fiscali ed amministrativi per la gestione del personale dell’Autorità e altri servizi specialistici di supporto",-5.0,Market intelligence,,,,,2026-05-19,
316239-2026,Greece – General management consultancy services – ΠΡΟΜΗΘΕΙΑ ΥΠΗΡΕΣΙΩΝ,ΕΙΔΙΚΟΣ ΛΟΓΑΡΙΑΣΜΟΣ ΚΟΝΔΥΛΙΩΝ ΕΡΕΥΝΑΣ ΠΑΝΕΠΙΣΤΗΜΙΟΥ ΘΕΣΣΑΛΙΑΣ,can-standard,"79411000, 79400000",—,https://ted.europa.eu/en/notice/-/detail/316239-2026,,,,—,GRC,"Υπηρεσίες Διοίκησης, Συντονισμού και Παρακολούθησης του έργου (παρακολούθηση χρονοδιαγραμματος, οροσήμων, σύνταξη αναφορών, επικοινωνία και συντονισμός εμπλεκομένων μερών) (Πανεπιστήμιο Θεσσαλίας). Προετοιμασία τευχών διακήρυξης και υποστήριξη στη διενέργεια των διαγωνιστικών διαδικασιών. (Πανεπιστήμιο Θεσσαλίας). Παρακολούθηση και υποστήριξη της οικονομικής διαχείρισης του Έργου (αιτήματα πληρωμών, εκταμιεύσεις, υποστήριξη στη διαχείριση). (Πανεπιστήμιο Θεσσαλίας). Υποστήριξη στην εξεύρεση πηγών χρηματοδότησης για την λειτουργία του ΠΜΣ π.χ: δωρεές, πόροι από ερευνητικά προγράμματα κ.ά. (Πανεπιστήμιο Θεσσαλίας).",-5.0,Market intelligence,,,,,2026-05-19,
